Airline,Date,EBITDA,Status,Country,Region,IATA
IAG,2003'Q2,13.0,public,EU,Europe,IAG
Air France-KLM,2003'Q2,10.0,public,EU,Europe,AF/KL
Ryanair,2003'Q2,37.0,public,EU,Europe,FR
easyJet,2003'Q2,10.0,public,EU,Europe,U2
Deutsche Lufthansa,2003'Q2,12.0,public,EU,Europe,LH
Norwegian Air Shuttle,2003'Q2,-10.0,public,EU,Europe,DY
Finnair,2003'Q2,7.0,public,EU,Europe,AY
Singapore Airlines,2003'Q2,19.0,public,SG,Asia Pacific,SQ
Qantas Airways,2003'Q2,12.0,public,AU,Asia Pacific,QF
Japan Airlines,2003'Q2,4.0,public,JP,Asia Pacific,JL
ANA Holdings,2003'Q2,6.0,public,JP,Asia Pacific,NH
Korean Air,2003'Q2,7.0,public,KR,Asia Pacific,KE
Asiana Airlines,2003'Q2,1.0,public,KR,Asia Pacific,OZ
Cathay Pacific,2003'Q2,26.0,public,HK,Asia Pacific,CX
Gol Linhas Aereas,2003'Q2,14.0,public,BR,Latin America,G3
LATAM Airlines,2003'Q2,9.0,public,CL,Latin America,LA
Air China,2003'Q2,24.0,public,CN,China,CA
China Eastern,2003'Q2,18.0,public,CN,China,MU
China Southern,2003'Q2,18.0,public,CN,China,CZ
Hainan Airlines,2003'Q2,15.0,public,CN,China,HU
SpiceJet,2003'Q2,-50.0,public,IN,India,SG
Kenya Airlines,2003'Q2,10.0,public,KE,Africa,KQ
Comair,2003'Q2,1.0,public,ZA,Africa,MN
Emirates,2003'Q2,16.0,private,AE,Middle East,EK
Aeroflot,2003'Q2,17.0,"taken private 2023, war",RU,Russia,SU
American Airlines,2003'Q3,2.0,public,US,North America,AA
Delta Air Lines,2003'Q3,2.0,public,US,North America,DL
Southwest Airlines,2003'Q3,14.0,public,US,North America,WN
United Airlines,2003'Q3,-5.0,public,US,North America,UA
Alaska Air,2003'Q3,7.0,public,US,North America,AS
JetBlue,2003'Q3,22.0,public,US,North America,B6
Allegiant,2003'Q3,8.0,public,US,North America,G4
Hawaiian,2003'Q3,-8.0,public,US,North America,HA
SkyWest,2003'Q3,21.0,public,US,North America,OO
Northwest Airlines,2003'Q3,3.0,merged with Delta 2008,US,North America,NW
Air Canada,2003'Q3,-2.0,public,CA,North America,AC
WestJet Airlines,2003'Q3,25.0,public,CA,North America,WS
IAG,2003'Q3,14.0,public,EU,Europe,IAG
Air France-KLM,2003'Q3,10.0,public,EU,Europe,AF/KL
Ryanair,2003'Q3,36.0,public,EU,Europe,FR
easyJet,2003'Q3,10.0,public,EU,Europe,U2
Deutsche Lufthansa,2003'Q3,12.0,public,EU,Europe,LH
Norwegian Air Shuttle,2003'Q3,-6.0,public,EU,Europe,DY
Finnair,2003'Q3,6.0,public,EU,Europe,AY
Singapore Airlines,2003'Q3,19.0,public,SG,Asia Pacific,SQ
Qantas Airways,2003'Q3,13.0,public,AU,Asia Pacific,QF
Japan Airlines,2003'Q3,4.0,public,JP,Asia Pacific,JL
ANA Holdings,2003'Q3,7.0,public,JP,Asia Pacific,NH
Korean Air,2003'Q3,7.0,public,KR,Asia Pacific,KE
Asiana Airlines,2003'Q3,2.0,public,KR,Asia Pacific,OZ
Cathay Pacific,2003'Q3,25.0,public,HK,Asia Pacific,CX
Gol Linhas Aereas,2003'Q3,16.0,public,BR,Latin America,G3
LATAM Airlines,2003'Q3,8.0,public,CL,Latin America,LA
Air China,2003'Q3,24.0,public,CN,China,CA
China Eastern,2003'Q3,17.0,public,CN,China,MU
China Southern,2003'Q3,16.0,public,CN,China,CZ
Hainan Airlines,2003'Q3,8.0,public,CN,China,HU
SpiceJet,2003'Q3,-50.0,public,IN,India,SG
Kenya Airlines,2003'Q3,11.0,public,KE,Africa,KQ
Comair,2003'Q3,1.0,public,ZA,Africa,MN
Emirates,2003'Q3,16.0,private,AE,Middle East,EK
Aeroflot,2003'Q3,16.0,"taken private 2023, war",RU,Russia,SU
American Airlines,2003'Q4,3.0,public,US,North America,AA
Delta Air Lines,2003'Q4,2.0,public,US,North America,DL
Southwest Airlines,2003'Q4,15.0,public,US,North America,WN
United Airlines,2003'Q4,-2.0,public,US,North America,UA
Alaska Air,2003'Q4,8.0,public,US,North America,AS
JetBlue,2003'Q4,22.0,public,US,North America,B6
Allegiant,2003'Q4,8.0,public,US,North America,G4
Hawaiian,2003'Q4,-8.0,public,US,North America,HA
SkyWest,2003'Q4,21.0,public,US,North America,OO
Northwest Airlines,2003'Q4,3.0,merged with Delta 2008,US,North America,NW
Air Canada,2003'Q4,-4.0,public,CA,North America,AC
WestJet Airlines,2003'Q4,26.0,public,CA,North America,WS
IAG,2003'Q4,14.0,public,EU,Europe,IAG
Air France-KLM,2003'Q4,10.0,public,EU,Europe,AF/KL
Ryanair,2003'Q4,34.0,public,EU,Europe,FR
easyJet,2003'Q4,10.0,public,EU,Europe,U2
Deutsche Lufthansa,2003'Q4,13.0,public,EU,Europe,LH
Norwegian Air Shuttle,2003'Q4,-2.0,public,EU,Europe,DY
Finnair,2003'Q4,5.0,public,EU,Europe,AY
Singapore Airlines,2003'Q4,20.0,public,SG,Asia Pacific,SQ
Qantas Airways,2003'Q4,13.0,public,AU,Asia Pacific,QF
Japan Airlines,2003'Q4,3.0,public,JP,Asia Pacific,JL
ANA Holdings,2003'Q4,8.0,public,JP,Asia Pacific,NH
Korean Air,2003'Q4,6.0,public,KR,Asia Pacific,KE
Asiana Airlines,2003'Q4,2.0,public,KR,Asia Pacific,OZ
Cathay Pacific,2003'Q4,24.0,public,HK,Asia Pacific,CX
Gol Linhas Aereas,2003'Q4,18.0,public,BR,Latin America,G3
LATAM Airlines,2003'Q4,8.0,public,CL,Latin America,LA
Air China,2003'Q4,24.0,public,CN,China,CA
China Eastern,2003'Q4,15.0,public,CN,China,MU
China Southern,2003'Q4,15.0,public,CN,China,CZ
Hainan Airlines,2003'Q4,0.0,public,CN,China,HU
SpiceJet,2003'Q4,-50.0,public,IN,India,SG
Kenya Airlines,2003'Q4,13.0,public,KE,Africa,KQ
Comair,2003'Q4,0.0,public,ZA,Africa,MN
Emirates,2003'Q4,17.0,private,AE,Middle East,EK
Aeroflot,2003'Q4,15.0,"taken private 2023, war",RU,Russia,SU
American Airlines,2004'Q1,4.0,public,US,North America,AA
Delta Air Lines,2004'Q1,1.0,public,US,North America,DL
Southwest Airlines,2004'Q1,14.0,public,US,North America,WN
United Airlines,2004'Q1,-2.0,public,US,North America,UA
Alaska Air,2004'Q1,8.0,public,US,North America,AS
JetBlue,2004'Q1,20.0,public,US,North America,B6
Allegiant,2004'Q1,8.0,public,US,North America,G4
SkyWest,2004'Q1,20.0,public,US,North America,OO
Northwest Airlines,2004'Q1,3.0,merged with Delta 2008,US,North America,NW
Air Canada,2004'Q1,-2.0,public,CA,North America,AC
WestJet Airlines,2004'Q1,23.0,public,CA,North America,WS
IAG,2004'Q1,14.0,public,EU,Europe,IAG
Air France-KLM,2004'Q1,10.0,public,EU,Europe,AF/KL
Ryanair,2004'Q1,34.0,public,EU,Europe,FR
easyJet,2004'Q1,10.0,public,EU,Europe,U2
Deutsche Lufthansa,2004'Q1,13.0,public,EU,Europe,LH
Norwegian Air Shuttle,2004'Q1,-5.0,public,EU,Europe,DY
Finnair,2004'Q1,6.0,public,EU,Europe,AY
Singapore Airlines,2004'Q1,20.0,public,SG,Asia Pacific,SQ
Qantas Airways,2004'Q1,14.0,public,AU,Asia Pacific,QF
Japan Airlines,2004'Q1,4.0,public,JP,Asia Pacific,JL
ANA Holdings,2004'Q1,9.0,public,JP,Asia Pacific,NH
Korean Air,2004'Q1,6.0,public,KR,Asia Pacific,KE
Asiana Airlines,2004'Q1,3.0,public,KR,Asia Pacific,OZ
Cathay Pacific,2004'Q1,23.0,public,HK,Asia Pacific,CX
Copa Holdings,2004'Q1,27.0,public,PA,Latin America,CM
Gol Linhas Aereas,2004'Q1,20.0,public,BR,Latin America,G3
LATAM Airlines,2004'Q1,9.0,public,CL,Latin America,LA
Air China,2004'Q1,24.0,public,CN,China,CA
China Eastern,2004'Q1,17.0,public,CN,China,MU
China Southern,2004'Q1,14.0,public,CN,China,CZ
Hainan Airlines,2004'Q1,7.0,public,CN,China,HU
SpiceJet,2004'Q1,-50.0,public,IN,India,SG
Kenya Airlines,2004'Q1,15.0,public,KE,Africa,KQ
Comair,2004'Q1,1.0,public,ZA,Africa,MN
Emirates,2004'Q1,19.0,private,AE,Middle East,EK
Aeroflot,2004'Q1,15.0,"taken private 2023, war",RU,Russia,SU
Air Arabia,2004'Q1,0.0,public,AE,Middle East,G9
American Airlines,2004'Q2,5.0,public,US,North America,AA
Delta Air Lines,2004'Q2,0.0,public,US,North America,DL
Southwest Airlines,2004'Q2,14.0,public,US,North America,WN
United Airlines,2004'Q2,-1.0,public,US,North America,UA
Alaska Air,2004'Q2,9.0,public,US,North America,AS
JetBlue,2004'Q2,18.0,public,US,North America,B6
Allegiant,2004'Q2,9.0,public,US,North America,G4
SkyWest,2004'Q2,20.0,public,US,North America,OO
Northwest Airlines,2004'Q2,3.0,merged with Delta 2008,US,North America,NW
Air Canada,2004'Q2,-1.0,public,CA,North America,AC
WestJet Airlines,2004'Q2,20.0,public,CA,North America,WS
IAG,2004'Q2,14.0,public,EU,Europe,IAG
Air France-KLM,2004'Q2,11.0,public,EU,Europe,AF/KL
Ryanair,2004'Q2,34.0,public,EU,Europe,FR
easyJet,2004'Q2,9.0,public,EU,Europe,U2
Deutsche Lufthansa,2004'Q2,13.0,public,EU,Europe,LH
Norwegian Air Shuttle,2004'Q2,-7.0,public,EU,Europe,DY
Finnair,2004'Q2,6.0,public,EU,Europe,AY
Singapore Airlines,2004'Q2,21.0,public,SG,Asia Pacific,SQ
Qantas Airways,2004'Q2,16.0,public,AU,Asia Pacific,QF
Japan Airlines,2004'Q2,6.0,public,JP,Asia Pacific,JL
ANA Holdings,2004'Q2,10.0,public,JP,Asia Pacific,NH
Korean Air,2004'Q2,6.0,public,KR,Asia Pacific,KE
Asiana Airlines,2004'Q2,4.0,public,KR,Asia Pacific,OZ
Cathay Pacific,2004'Q2,23.0,public,HK,Asia Pacific,CX
Copa Holdings,2004'Q2,27.0,public,PA,Latin America,CM
Gol Linhas Aereas,2004'Q2,22.0,public,BR,Latin America,G3
LATAM Airlines,2004'Q2,11.0,public,CL,Latin America,LA
Air China,2004'Q2,24.0,public,CN,China,CA
China Eastern,2004'Q2,18.0,public,CN,China,MU
China Southern,2004'Q2,14.0,public,CN,China,CZ
Hainan Airlines,2004'Q2,14.0,public,CN,China,HU
SpiceJet,2004'Q2,-50.0,public,IN,India,SG
Kenya Airlines,2004'Q2,16.0,public,KE,Africa,KQ
Comair,2004'Q2,2.0,public,ZA,Africa,MN
Emirates,2004'Q2,22.0,private,AE,Middle East,EK
Aeroflot,2004'Q2,15.0,"taken private 2023, war",RU,Russia,SU
Air Arabia,2004'Q2,0.0,public,AE,Middle East,G9
American Airlines,2004'Q3,5.0,public,US,North America,AA
Delta Air Lines,2004'Q3,-1.0,public,US,North America,DL
Southwest Airlines,2004'Q3,13.0,public,US,North America,WN
United Airlines,2004'Q3,0.0,public,US,North America,UA
Alaska Air,2004'Q3,10.0,public,US,North America,AS
JetBlue,2004'Q3,17.0,public,US,North America,B6
Allegiant,2004'Q3,9.0,public,US,North America,G4
SkyWest,2004'Q3,20.0,public,US,North America,OO
Northwest Airlines,2004'Q3,2.0,merged with Delta 2008,US,North America,NW
Air Canada,2004'Q3,1.0,public,CA,North America,AC
WestJet Airlines,2004'Q3,17.0,public,CA,North America,WS
IAG,2004'Q3,15.0,public,EU,Europe,IAG
Air France-KLM,2004'Q3,12.0,public,EU,Europe,AF/KL
Ryanair,2004'Q3,34.0,public,EU,Europe,FR
easyJet,2004'Q3,9.0,public,EU,Europe,U2
Deutsche Lufthansa,2004'Q3,13.0,public,EU,Europe,LH
Norwegian Air Shuttle,2004'Q3,-9.0,public,EU,Europe,DY
Finnair,2004'Q3,7.0,public,EU,Europe,AY
Singapore Airlines,2004'Q3,21.0,public,SG,Asia Pacific,SQ
Qantas Airways,2004'Q3,17.0,public,AU,Asia Pacific,QF
Japan Airlines,2004'Q3,7.0,public,JP,Asia Pacific,JL
ANA Holdings,2004'Q3,11.0,public,JP,Asia Pacific,NH
Korean Air,2004'Q3,6.0,public,KR,Asia Pacific,KE
Asiana Airlines,2004'Q3,5.0,public,KR,Asia Pacific,OZ
Cathay Pacific,2004'Q3,23.0,public,HK,Asia Pacific,CX
Copa Holdings,2004'Q3,27.0,public,PA,Latin America,CM
Gol Linhas Aereas,2004'Q3,24.0,public,BR,Latin America,G3
LATAM Airlines,2004'Q3,12.0,public,CL,Latin America,LA
Air China,2004'Q3,24.0,public,CN,China,CA
China Eastern,2004'Q3,19.0,public,CN,China,MU
China Southern,2004'Q3,14.0,public,CN,China,CZ
Hainan Airlines,2004'Q3,22.0,public,CN,China,HU
SpiceJet,2004'Q3,-50.0,public,IN,India,SG
Kenya Airlines,2004'Q3,18.0,public,KE,Africa,KQ
Comair,2004'Q3,4.0,public,ZA,Africa,MN
Emirates,2004'Q3,24.0,private,AE,Middle East,EK
Aeroflot,2004'Q3,15.0,"taken private 2023, war",RU,Russia,SU
Air Arabia,2004'Q3,0.0,public,AE,Middle East,G9
American Airlines,2004'Q4,6.0,public,US,North America,AA
Delta Air Lines,2004'Q4,-2.0,public,US,North America,DL
Southwest Airlines,2004'Q4,13.0,public,US,North America,WN
United Airlines,2004'Q4,0.0,public,US,North America,UA
Alaska Air,2004'Q4,11.0,public,US,North America,AS
JetBlue,2004'Q4,15.0,public,US,North America,B6
Allegiant,2004'Q4,9.0,public,US,North America,G4
SkyWest,2004'Q4,19.0,public,US,North America,OO
Northwest Airlines,2004'Q4,2.0,merged with Delta 2008,US,North America,NW
Air Canada,2004'Q4,3.0,public,CA,North America,AC
WestJet Airlines,2004'Q4,15.0,public,CA,North America,WS
IAG,2004'Q4,15.0,public,EU,Europe,IAG
Air France-KLM,2004'Q4,12.0,public,EU,Europe,AF/KL
Ryanair,2004'Q4,34.0,public,EU,Europe,FR
easyJet,2004'Q4,9.0,public,EU,Europe,U2
Deutsche Lufthansa,2004'Q4,13.0,public,EU,Europe,LH
Norwegian Air Shuttle,2004'Q4,-12.0,public,EU,Europe,DY
Finnair,2004'Q4,8.0,public,EU,Europe,AY
Singapore Airlines,2004'Q4,22.0,public,SG,Asia Pacific,SQ
Qantas Airways,2004'Q4,19.0,public,AU,Asia Pacific,QF
Japan Airlines,2004'Q4,8.0,public,JP,Asia Pacific,JL
ANA Holdings,2004'Q4,11.0,public,JP,Asia Pacific,NH
Korean Air,2004'Q4,7.0,public,KR,Asia Pacific,KE
Asiana Airlines,2004'Q4,6.0,public,KR,Asia Pacific,OZ
Cathay Pacific,2004'Q4,23.0,public,HK,Asia Pacific,CX
Copa Holdings,2004'Q4,27.0,public,PA,Latin America,CM
Gol Linhas Aereas,2004'Q4,26.0,public,BR,Latin America,G3
LATAM Airlines,2004'Q4,13.0,public,CL,Latin America,LA
Air China,2004'Q4,25.0,public,CN,China,CA
China Eastern,2004'Q4,20.0,public,CN,China,MU
China Southern,2004'Q4,14.0,public,CN,China,CZ
Hainan Airlines,2004'Q4,29.0,public,CN,China,HU
SpiceJet,2004'Q4,-50.0,public,IN,India,SG
Kenya Airlines,2004'Q4,20.0,public,KE,Africa,KQ
Comair,2004'Q4,5.0,public,ZA,Africa,MN
Emirates,2004'Q4,27.0,private,AE,Middle East,EK
Aeroflot,2004'Q4,15.0,"taken private 2023, war",RU,Russia,SU
Air Arabia,2004'Q4,0.0,public,AE,Middle East,G9
American Airlines,2005'Q1,6.0,public,US,North America,AA
Delta Air Lines,2005'Q1,-1.0,public,US,North America,DL
Southwest Airlines,2005'Q1,14.0,public,US,North America,WN
United Airlines,2005'Q1,1.0,public,US,North America,UA
Alaska Air,2005'Q1,11.0,public,US,North America,AS
JetBlue,2005'Q1,14.0,public,US,North America,B6
Allegiant,2005'Q1,9.0,public,US,North America,G4
SkyWest,2005'Q1,19.0,public,US,North America,OO
Northwest Airlines,2005'Q1,1.0,merged with Delta 2008,US,North America,NW
Air Canada,2005'Q1,4.0,public,CA,North America,AC
WestJet Airlines,2005'Q1,18.0,public,CA,North America,WS
Exchange Income Corporation,2005'Q1,13.0,public,CA,North America,
IAG,2005'Q1,15.0,public,EU,Europe,IAG
Air France-KLM,2005'Q1,12.0,public,EU,Europe,AF/KL
Ryanair,2005'Q1,33.0,public,EU,Europe,FR
easyJet,2005'Q1,8.0,public,EU,Europe,U2
Deutsche Lufthansa,2005'Q1,13.0,public,EU,Europe,LH
Norwegian Air Shuttle,2005'Q1,-8.0,public,EU,Europe,DY
Finnair,2005'Q1,8.0,public,EU,Europe,AY
Singapore Airlines,2005'Q1,21.0,public,SG,Asia Pacific,SQ
Qantas Airways,2005'Q1,18.0,public,AU,Asia Pacific,QF
Japan Airlines,2005'Q1,6.0,public,JP,Asia Pacific,JL
ANA Holdings,2005'Q1,12.0,public,JP,Asia Pacific,NH
Korean Air,2005'Q1,7.0,public,KR,Asia Pacific,KE
Asiana Airlines,2005'Q1,5.0,public,KR,Asia Pacific,OZ
Cathay Pacific,2005'Q1,21.0,public,HK,Asia Pacific,CX
Copa Holdings,2005'Q1,20.0,public,PA,Latin America,CM
Gol Linhas Aereas,2005'Q1,25.0,public,BR,Latin America,G3
LATAM Airlines,2005'Q1,13.0,public,CL,Latin America,LA
Air China,2005'Q1,24.0,public,CN,China,CA
China Eastern,2005'Q1,19.0,public,CN,China,MU
China Southern,2005'Q1,13.0,public,CN,China,CZ
Hainan Airlines,2005'Q1,26.0,public,CN,China,HU
SpiceJet,2005'Q1,-50.0,public,IN,India,SG
Kenya Airlines,2005'Q1,18.0,public,KE,Africa,KQ
Comair,2005'Q1,4.0,public,ZA,Africa,MN
Emirates,2005'Q1,26.0,private,AE,Middle East,EK
Aeroflot,2005'Q1,15.0,"taken private 2023, war",RU,Russia,SU
Air Arabia,2005'Q1,2.0,public,AE,Middle East,G9
Jazeera Airways,2005'Q1,-44.0,public,KW,Middle East,J9
American Airlines,2005'Q2,6.0,public,US,North America,AA
Delta Air Lines,2005'Q2,0.0,public,US,North America,DL
Southwest Airlines,2005'Q2,14.0,public,US,North America,WN
United Airlines,2005'Q2,2.0,public,US,North America,UA
Alaska Air,2005'Q2,11.0,public,US,North America,AS
JetBlue,2005'Q2,12.0,public,US,North America,B6
Allegiant,2005'Q2,10.0,public,US,North America,G4
SkyWest,2005'Q2,18.0,public,US,North America,OO
Northwest Airlines,2005'Q2,0.0,merged with Delta 2008,US,North America,NW
Air Canada,2005'Q2,5.0,public,CA,North America,AC
WestJet Airlines,2005'Q2,20.0,public,CA,North America,WS
Exchange Income Corporation,2005'Q2,13.0,public,CA,North America,
IAG,2005'Q2,16.0,public,EU,Europe,IAG
Air France-KLM,2005'Q2,12.0,public,EU,Europe,AF/KL
Ryanair,2005'Q2,32.0,public,EU,Europe,FR
easyJet,2005'Q2,7.0,public,EU,Europe,U2
Deutsche Lufthansa,2005'Q2,13.0,public,EU,Europe,LH
Norwegian Air Shuttle,2005'Q2,-4.0,public,EU,Europe,DY
Finnair,2005'Q2,8.0,public,EU,Europe,AY
Singapore Airlines,2005'Q2,21.0,public,SG,Asia Pacific,SQ
Qantas Airways,2005'Q2,18.0,public,AU,Asia Pacific,QF
Japan Airlines,2005'Q2,4.0,public,JP,Asia Pacific,JL
ANA Holdings,2005'Q2,12.0,public,JP,Asia Pacific,NH
Korean Air,2005'Q2,7.0,public,KR,Asia Pacific,KE
Asiana Airlines,2005'Q2,4.0,public,KR,Asia Pacific,OZ
Cathay Pacific,2005'Q2,19.0,public,HK,Asia Pacific,CX
Copa Holdings,2005'Q2,13.0,public,PA,Latin America,CM
Gol Linhas Aereas,2005'Q2,23.0,public,BR,Latin America,G3
LATAM Airlines,2005'Q2,12.0,public,CL,Latin America,LA
Air China,2005'Q2,24.0,public,CN,China,CA
China Eastern,2005'Q2,17.0,public,CN,China,MU
China Southern,2005'Q2,11.0,public,CN,China,CZ
Hainan Airlines,2005'Q2,24.0,public,CN,China,HU
SpiceJet,2005'Q2,-50.0,public,IN,India,SG
Kenya Airlines,2005'Q2,16.0,public,KE,Africa,KQ
Comair,2005'Q2,2.0,public,ZA,Africa,MN
Emirates,2005'Q2,26.0,private,AE,Middle East,EK
Aeroflot,2005'Q2,15.0,"taken private 2023, war",RU,Russia,SU
Air Arabia,2005'Q2,4.0,public,AE,Middle East,G9
Jazeera Airways,2005'Q2,-44.0,public,KW,Middle East,J9
American Airlines,2005'Q3,5.0,public,US,North America,AA
Delta Air Lines,2005'Q3,0.0,public,US,North America,DL
Southwest Airlines,2005'Q3,15.0,public,US,North America,WN
United Airlines,2005'Q3,3.0,public,US,North America,UA
Alaska Air,2005'Q3,11.0,public,US,North America,AS
JetBlue,2005'Q3,11.0,public,US,North America,B6
Allegiant,2005'Q3,10.0,public,US,North America,G4
SkyWest,2005'Q3,18.0,public,US,North America,OO
Northwest Airlines,2005'Q3,-2.0,merged with Delta 2008,US,North America,NW
Air Canada,2005'Q3,7.0,public,CA,North America,AC
WestJet Airlines,2005'Q3,23.0,public,CA,North America,WS
Exchange Income Corporation,2005'Q3,13.0,public,CA,North America,
IAG,2005'Q3,16.0,public,EU,Europe,IAG
Air France-KLM,2005'Q3,12.0,public,EU,Europe,AF/KL
Ryanair,2005'Q3,31.0,public,EU,Europe,FR
easyJet,2005'Q3,7.0,public,EU,Europe,U2
Deutsche Lufthansa,2005'Q3,13.0,public,EU,Europe,LH
Norwegian Air Shuttle,2005'Q3,-1.0,public,EU,Europe,DY
Finnair,2005'Q3,9.0,public,EU,Europe,AY
Singapore Airlines,2005'Q3,21.0,public,SG,Asia Pacific,SQ
Qantas Airways,2005'Q3,18.0,public,AU,Asia Pacific,QF
Japan Airlines,2005'Q3,2.0,public,JP,Asia Pacific,JL
ANA Holdings,2005'Q3,12.0,public,JP,Asia Pacific,NH
Korean Air,2005'Q3,7.0,public,KR,Asia Pacific,KE
Asiana Airlines,2005'Q3,3.0,public,KR,Asia Pacific,OZ
Cathay Pacific,2005'Q3,17.0,public,HK,Asia Pacific,CX
Copa Holdings,2005'Q3,7.0,public,PA,Latin America,CM
Gol Linhas Aereas,2005'Q3,22.0,public,BR,Latin America,G3
LATAM Airlines,2005'Q3,11.0,public,CL,Latin America,LA
Air China,2005'Q3,23.0,public,CN,China,CA
China Eastern,2005'Q3,16.0,public,CN,China,MU
China Southern,2005'Q3,10.0,public,CN,China,CZ
Hainan Airlines,2005'Q3,21.0,public,CN,China,HU
SpiceJet,2005'Q3,-50.0,public,IN,India,SG
Kenya Airlines,2005'Q3,14.0,public,KE,Africa,KQ
Comair,2005'Q3,1.0,public,ZA,Africa,MN
Emirates,2005'Q3,25.0,private,AE,Middle East,EK
Aeroflot,2005'Q3,15.0,"taken private 2023, war",RU,Russia,SU
Air Arabia,2005'Q3,6.0,public,AE,Middle East,G9
Jazeera Airways,2005'Q3,-44.0,public,KW,Middle East,J9
American Airlines,2005'Q4,5.0,public,US,North America,AA
Delta Air Lines,2005'Q4,1.0,public,US,North America,DL
Southwest Airlines,2005'Q4,16.0,public,US,North America,WN
United Airlines,2005'Q4,4.0,public,US,North America,UA
Alaska Air,2005'Q4,11.0,public,US,North America,AS
JetBlue,2005'Q4,10.0,public,US,North America,B6
Allegiant,2005'Q4,10.0,public,US,North America,G4
Hawaiian,2005'Q4,4.0,public,US,North America,HA
SkyWest,2005'Q4,17.0,public,US,North America,OO
Northwest Airlines,2005'Q4,-3.0,merged with Delta 2008,US,North America,NW
Air Canada,2005'Q4,8.0,public,CA,North America,AC
WestJet Airlines,2005'Q4,26.0,public,CA,North America,WS
Exchange Income Corporation,2005'Q4,13.0,public,CA,North America,
IAG,2005'Q4,17.0,public,EU,Europe,IAG
Air France-KLM,2005'Q4,12.0,public,EU,Europe,AF/KL
Ryanair,2005'Q4,30.0,public,EU,Europe,FR
easyJet,2005'Q4,6.0,public,EU,Europe,U2
Deutsche Lufthansa,2005'Q4,13.0,public,EU,Europe,LH
Norwegian Air Shuttle,2005'Q4,3.0,public,EU,Europe,DY
Finnair,2005'Q4,9.0,public,EU,Europe,AY
Singapore Airlines,2005'Q4,20.0,public,SG,Asia Pacific,SQ
Qantas Airways,2005'Q4,18.0,public,AU,Asia Pacific,QF
Japan Airlines,2005'Q4,0.0,public,JP,Asia Pacific,JL
ANA Holdings,2005'Q4,12.0,public,JP,Asia Pacific,NH
Korean Air,2005'Q4,7.0,public,KR,Asia Pacific,KE
Asiana Airlines,2005'Q4,2.0,public,KR,Asia Pacific,OZ
Cathay Pacific,2005'Q4,16.0,public,HK,Asia Pacific,CX
Copa Holdings,2005'Q4,0.0,public,PA,Latin America,CM
Gol Linhas Aereas,2005'Q4,20.0,public,BR,Latin America,G3
LATAM Airlines,2005'Q4,11.0,public,CL,Latin America,LA
Air China,2005'Q4,23.0,public,CN,China,CA
China Eastern,2005'Q4,14.0,public,CN,China,MU
China Southern,2005'Q4,8.0,public,CN,China,CZ
Hainan Airlines,2005'Q4,19.0,public,CN,China,HU
SpiceJet,2005'Q4,-11.0,public,IN,India,SG
Kenya Airlines,2005'Q4,11.0,public,KE,Africa,KQ
Comair,2005'Q4,0.0,public,ZA,Africa,MN
Emirates,2005'Q4,25.0,private,AE,Middle East,EK
Aeroflot,2005'Q4,15.0,"taken private 2023, war",RU,Russia,SU
Air Arabia,2005'Q4,8.0,public,AE,Middle East,G9
Jazeera Airways,2005'Q4,-44.0,public,KW,Middle East,J9
American Airlines,2006'Q1,6.0,public,US,North America,AA
Delta Air Lines,2006'Q1,3.0,public,US,North America,DL
Southwest Airlines,2006'Q1,16.0,public,US,North America,WN
United Airlines,2006'Q1,5.0,public,US,North America,UA
Alaska Air,2006'Q1,9.0,public,US,North America,AS
JetBlue,2006'Q1,10.0,public,US,North America,B6
Spirit Airlines,2006'Q1,-4.0,public,US,North America,NK
Allegiant,2006'Q1,11.0,public,US,North America,G4
Hawaiian,2006'Q1,4.0,public,US,North America,HA
SkyWest,2006'Q1,17.0,public,US,North America,OO
Northwest Airlines,2006'Q1,0.0,merged with Delta 2008,US,North America,NW
Air Canada,2006'Q1,8.0,public,CA,North America,AC
WestJet Airlines,2006'Q1,25.0,public,CA,North America,WS
Exchange Income Corporation,2006'Q1,13.0,public,CA,North America,
IAG,2006'Q1,17.0,public,EU,Europe,IAG
Air France-KLM,2006'Q1,12.0,public,EU,Europe,AF/KL
Ryanair,2006'Q1,29.0,public,EU,Europe,FR
easyJet,2006'Q1,7.0,public,EU,Europe,U2
Deutsche Lufthansa,2006'Q1,13.0,public,EU,Europe,LH
Norwegian Air Shuttle,2006'Q1,2.0,public,EU,Europe,DY
Finnair,2006'Q1,8.0,public,EU,Europe,AY
Singapore Airlines,2006'Q1,20.0,public,SG,Asia Pacific,SQ
Qantas Airways,2006'Q1,17.0,public,AU,Asia Pacific,QF
Japan Airlines,2006'Q1,2.0,public,JP,Asia Pacific,JL
ANA Holdings,2006'Q1,12.0,public,JP,Asia Pacific,NH
Korean Air,2006'Q1,7.0,public,KR,Asia Pacific,KE
Asiana Airlines,2006'Q1,3.0,public,KR,Asia Pacific,OZ
Cathay Pacific,2006'Q1,16.0,public,HK,Asia Pacific,CX
Copa Holdings,2006'Q1,6.0,public,PA,Latin America,CM
Gol Linhas Aereas,2006'Q1,20.0,public,BR,Latin America,G3
LATAM Airlines,2006'Q1,11.0,public,CL,Latin America,LA
