Airline,Date,Value,Status,Country,Region,IATA
Southwest Airlines,2015'Q3,19516.0,public,US,North America,WN
United Airlines,2015'Q3,38123.0,public,US,North America,UA
Alaska Air,2015'Q3,5541.0,public,US,North America,AS
JetBlue,2015'Q3,6266.0,public,US,North America,B6
SkyWest,2015'Q3,3131.0,public,US,North America,OO
Air Canada,2015'Q3,10405.0,public,CA,North America,AC
IAG,2015'Q3,24786.0,public,EU,Europe,
Air France-KLM,2015'Q3,26864.0,public,EU,Europe,AF/KL
Ryanair,2015'Q3,7102.0,public,EU,Europe,FR
easyJet,2015'Q3,7173.0,public,EU,Europe,U2
Finnair,2015'Q3,2709.0,public,EU,Europe,AY
Singapore Airlines,2015'Q3,11280.0,public,SG,Asia Pacific,SQ
Qantas Airways,2015'Q3,12725.0,public,AU,Asia Pacific,QF
Cathay Pacific,2015'Q3,13320.0,public,HK,Asia Pacific,CX
LATAM Airlines,2015'Q3,10712.0,public,CL,Latin America,LA
Air China,2015'Q3,17045.0,public,CN,China,CA
China Eastern,2015'Q3,15247.0,public,CN,China,MU
China Southern,2015'Q3,17365.0,public,CN,China,CZ
Hainan Airlines,2015'Q3,5527.0,public,CN,China,HU
Qatar Airways,2015'Q3,9573.0,private,QA,Middle East,QR
Aeroflot,2015'Q3,5838.0,"taken private 2023, war",RU,Russia,SU
American Airlines,2015'Q4,40990.0,public,US,North America,AA
Delta Air Lines,2015'Q4,40704.0,public,US,North America,DL
Southwest Airlines,2015'Q4,19820.0,public,US,North America,WN
United Airlines,2015'Q4,37864.0,public,US,North America,UA
Alaska Air,2015'Q4,5598.0,public,US,North America,AS
JetBlue,2015'Q4,6416.0,public,US,North America,B6
SkyWest,2015'Q4,3096.0,public,US,North America,OO
Air Canada,2015'Q4,10059.0,public,CA,North America,AC
IAG,2015'Q4,24886.0,public,EU,Europe,
Air France-KLM,2015'Q4,26371.0,public,EU,Europe,AF/KL
Ryanair,2015'Q4,7441.0,public,EU,Europe,FR
easyJet,2015'Q4,7122.0,public,EU,Europe,U2
Finnair,2015'Q4,2680.0,public,EU,Europe,AY
Singapore Airlines,2015'Q4,11271.0,public,SG,Asia Pacific,SQ
Qantas Airways,2015'Q4,12147.0,public,AU,Asia Pacific,QF
Cathay Pacific,2015'Q4,13205.0,public,HK,Asia Pacific,CX
LATAM Airlines,2015'Q4,10126.0,public,CL,Latin America,LA
Air China,2015'Q4,16954.0,public,CN,China,CA
China Eastern,2015'Q4,15219.0,public,CN,China,MU
China Southern,2015'Q4,17134.0,public,CN,China,CZ
Hainan Airlines,2015'Q4,5410.0,public,CN,China,HU
Qatar Airways,2015'Q4,9674.0,private,QA,Middle East,QR
Aeroflot,2015'Q4,5886.0,"taken private 2023, war",RU,Russia,SU
American Airlines,2016'Q1,40778.0,public,US,North America,AA
Delta Air Lines,2016'Q1,40391.0,public,US,North America,DL
Southwest Airlines,2016'Q1,19937.0,public,US,North America,WN
United Airlines,2016'Q1,37538.0,public,US,North America,UA
Alaska Air,2016'Q1,5680.0,public,US,North America,AS
JetBlue,2016'Q1,6458.0,public,US,North America,B6
SkyWest,2016'Q1,3088.0,public,US,North America,OO
Air Canada,2016'Q1,10278.0,public,CA,North America,AC
IAG,2016'Q1,24611.0,public,EU,Europe,
Air France-KLM,2016'Q1,27560.0,public,EU,Europe,AF/KL
Ryanair,2016'Q1,7358.0,public,EU,Europe,FR
easyJet,2016'Q1,6855.0,public,EU,Europe,U2
Finnair,2016'Q1,2640.0,public,EU,Europe,AY
Singapore Airlines,2016'Q1,11113.0,public,SG,Asia Pacific,SQ
Qantas Airways,2016'Q1,12118.0,public,AU,Asia Pacific,QF
Cathay Pacific,2016'Q1,12894.0,public,HK,Asia Pacific,CX
LATAM Airlines,2016'Q1,9976.0,public,CL,Latin America,LA
Air China,2016'Q1,16858.0,public,CN,China,CA
China Eastern,2016'Q1,15159.0,public,CN,China,MU
China Southern,2016'Q1,16990.0,public,CN,China,CZ
Hainan Airlines,2016'Q1,5517.0,public,CN,China,HU
Qatar Airways,2016'Q1,9908.0,private,QA,Middle East,QR
Aeroflot,2016'Q1,6499.0,"taken private 2023, war",RU,Russia,SU
American Airlines,2016'Q2,40566.0,public,US,North America,AA
Delta Air Lines,2016'Q2,40077.0,public,US,North America,DL
Southwest Airlines,2016'Q2,20055.0,public,US,North America,WN
United Airlines,2016'Q2,37211.0,public,US,North America,UA
Alaska Air,2016'Q2,5762.0,public,US,North America,AS
JetBlue,2016'Q2,6500.0,public,US,North America,B6
SkyWest,2016'Q2,3080.0,public,US,North America,OO
Air Canada,2016'Q2,10497.0,public,CA,North America,AC
IAG,2016'Q2,24337.0,public,EU,Europe,
Air France-KLM,2016'Q2,28748.0,public,EU,Europe,AF/KL
Ryanair,2016'Q2,7274.0,public,EU,Europe,FR
easyJet,2016'Q2,6587.0,public,EU,Europe,U2
Finnair,2016'Q2,2601.0,public,EU,Europe,AY
Singapore Airlines,2016'Q2,10954.0,public,SG,Asia Pacific,SQ
Qantas Airways,2016'Q2,12088.0,public,AU,Asia Pacific,QF
Cathay Pacific,2016'Q2,12583.0,public,HK,Asia Pacific,CX
LATAM Airlines,2016'Q2,9826.0,public,CL,Latin America,LA
Air China,2016'Q2,16761.0,public,CN,China,CA
China Eastern,2016'Q2,15098.0,public,CN,China,MU
China Southern,2016'Q2,16847.0,public,CN,China,CZ
Hainan Airlines,2016'Q2,5623.0,public,CN,China,HU
Qatar Airways,2016'Q2,10143.0,private,QA,Middle East,QR
Aeroflot,2016'Q2,7111.0,"taken private 2023, war",RU,Russia,SU
American Airlines,2016'Q3,40354.0,public,US,North America,AA
Delta Air Lines,2016'Q3,39764.0,public,US,North America,DL
Southwest Airlines,2016'Q3,20172.0,public,US,North America,WN
United Airlines,2016'Q3,36885.0,public,US,North America,UA
Alaska Air,2016'Q3,5843.0,public,US,North America,AS
JetBlue,2016'Q3,6542.0,public,US,North America,B6
SkyWest,2016'Q3,3072.0,public,US,North America,OO
Air Canada,2016'Q3,10715.0,public,CA,North America,AC
IAG,2016'Q3,24062.0,public,EU,Europe,
Air France-KLM,2016'Q3,29936.0,public,EU,Europe,AF/KL
Ryanair,2016'Q3,7191.0,public,EU,Europe,FR
easyJet,2016'Q3,6319.0,public,EU,Europe,U2
Finnair,2016'Q3,2561.0,public,EU,Europe,AY
Singapore Airlines,2016'Q3,10796.0,public,SG,Asia Pacific,SQ
Qantas Airways,2016'Q3,12059.0,public,AU,Asia Pacific,QF
Cathay Pacific,2016'Q3,12272.0,public,HK,Asia Pacific,CX
LATAM Airlines,2016'Q3,9677.0,public,CL,Latin America,LA
Air China,2016'Q3,16665.0,public,CN,China,CA
China Eastern,2016'Q3,15038.0,public,CN,China,MU
China Southern,2016'Q3,16703.0,public,CN,China,CZ
Hainan Airlines,2016'Q3,5729.0,public,CN,China,HU
Qatar Airways,2016'Q3,10378.0,private,QA,Middle East,QR
Aeroflot,2016'Q3,7724.0,"taken private 2023, war",RU,Russia,SU
American Airlines,2016'Q4,40142.0,public,US,North America,AA
Delta Air Lines,2016'Q4,39450.0,public,US,North America,DL
Southwest Airlines,2016'Q4,20289.0,public,US,North America,WN
United Airlines,2016'Q4,36558.0,public,US,North America,UA
Alaska Air,2016'Q4,5925.0,public,US,North America,AS
JetBlue,2016'Q4,6584.0,public,US,North America,B6
SkyWest,2016'Q4,3064.0,public,US,North America,OO
Air Canada,2016'Q4,10934.0,public,CA,North America,AC
IAG,2016'Q4,23788.0,public,EU,Europe,
Air France-KLM,2016'Q4,31124.0,public,EU,Europe,AF/KL
Ryanair,2016'Q4,7107.0,public,EU,Europe,FR
easyJet,2016'Q4,6051.0,public,EU,Europe,U2
Finnair,2016'Q4,2522.0,public,EU,Europe,AY
Singapore Airlines,2016'Q4,10637.0,public,SG,Asia Pacific,SQ
Qantas Airways,2016'Q4,12030.0,public,AU,Asia Pacific,QF
Cathay Pacific,2016'Q4,11962.0,public,HK,Asia Pacific,CX
LATAM Airlines,2016'Q4,9527.0,public,CL,Latin America,LA
Air China,2016'Q4,16568.0,public,CN,China,CA
China Eastern,2016'Q4,14978.0,public,CN,China,MU
China Southern,2016'Q4,16559.0,public,CN,China,CZ
Hainan Airlines,2016'Q4,5836.0,public,CN,China,HU
Qatar Airways,2016'Q4,10613.0,private,QA,Middle East,QR
Aeroflot,2016'Q4,8337.0,"taken private 2023, war",RU,Russia,SU
American Airlines,2017'Q1,40762.0,public,US,North America,AA
Delta Air Lines,2017'Q1,39872.0,public,US,North America,DL
Southwest Airlines,2017'Q1,20503.0,public,US,North America,WN
United Airlines,2017'Q1,36865.0,public,US,North America,UA
Alaska Air,2017'Q1,6417.0,public,US,North America,AS
JetBlue,2017'Q1,6691.0,public,US,North America,B6
SkyWest,2017'Q1,3078.0,public,US,North America,OO
Air Canada,2017'Q1,11428.0,public,CA,North America,AC
IAG,2017'Q1,24728.0,public,EU,Europe,
Air France-KLM,2017'Q1,30861.0,public,EU,Europe,AF/KL
Ryanair,2017'Q1,7533.0,public,EU,Europe,FR
easyJet,2017'Q1,6227.0,public,EU,Europe,U2
Finnair,2017'Q1,2684.0,public,EU,Europe,AY
Singapore Airlines,2017'Q1,10990.0,public,SG,Asia Pacific,SQ
Qantas Airways,2017'Q1,12114.0,public,AU,Asia Pacific,QF
Cathay Pacific,2017'Q1,12084.0,public,HK,Asia Pacific,CX
LATAM Airlines,2017'Q1,9686.0,public,CL,Latin America,LA
Air China,2017'Q1,17188.0,public,CN,China,CA
China Eastern,2017'Q1,15451.0,public,CN,China,MU
China Southern,2017'Q1,17459.0,public,CN,China,CZ
Hainan Airlines,2017'Q1,6709.0,public,CN,China,HU
Qatar Airways,2017'Q1,10851.0,private,QA,Middle East,QR
Aeroflot,2017'Q1,8610.0,"taken private 2023, war",RU,Russia,SU
American Airlines,2017'Q2,41382.0,public,US,North America,AA
Delta Air Lines,2017'Q2,40294.0,public,US,North America,DL
Southwest Airlines,2017'Q2,20718.0,public,US,North America,WN
United Airlines,2017'Q2,37171.0,public,US,North America,UA
Alaska Air,2017'Q2,6910.0,public,US,North America,AS
JetBlue,2017'Q2,6798.0,public,US,North America,B6
SkyWest,2017'Q2,3093.0,public,US,North America,OO
Air Canada,2017'Q2,11922.0,public,CA,North America,AC
IAG,2017'Q2,25669.0,public,EU,Europe,
Air France-KLM,2017'Q2,30598.0,public,EU,Europe,AF/KL
Ryanair,2017'Q2,7959.0,public,EU,Europe,FR
easyJet,2017'Q2,6403.0,public,EU,Europe,U2
Finnair,2017'Q2,2847.0,public,EU,Europe,AY
Singapore Airlines,2017'Q2,11344.0,public,SG,Asia Pacific,SQ
Qantas Airways,2017'Q2,12199.0,public,AU,Asia Pacific,QF
Cathay Pacific,2017'Q2,12206.0,public,HK,Asia Pacific,CX
LATAM Airlines,2017'Q2,9845.0,public,CL,Latin America,LA
Air China,2017'Q2,17808.0,public,CN,China,CA
China Eastern,2017'Q2,15924.0,public,CN,China,MU
China Southern,2017'Q2,18359.0,public,CN,China,CZ
Hainan Airlines,2017'Q2,7583.0,public,CN,China,HU
Qatar Airways,2017'Q2,11088.0,private,QA,Middle East,QR
Aeroflot,2017'Q2,8884.0,"taken private 2023, war",RU,Russia,SU
American Airlines,2017'Q3,42002.0,public,US,North America,AA
Delta Air Lines,2017'Q3,40716.0,public,US,North America,DL
Southwest Airlines,2017'Q3,20932.0,public,US,North America,WN
United Airlines,2017'Q3,37478.0,public,US,North America,UA
Alaska Air,2017'Q3,7402.0,public,US,North America,AS
JetBlue,2017'Q3,6905.0,public,US,North America,B6
SkyWest,2017'Q3,3108.0,public,US,North America,OO
Air Canada,2017'Q3,12417.0,public,CA,North America,AC
IAG,2017'Q3,26610.0,public,EU,Europe,
Air France-KLM,2017'Q3,30334.0,public,EU,Europe,AF/KL
Ryanair,2017'Q3,8385.0,public,EU,Europe,FR
easyJet,2017'Q3,6579.0,public,EU,Europe,U2
Finnair,2017'Q3,3010.0,public,EU,Europe,AY
Singapore Airlines,2017'Q3,11697.0,public,SG,Asia Pacific,SQ
Qantas Airways,2017'Q3,12283.0,public,AU,Asia Pacific,QF
Cathay Pacific,2017'Q3,12328.0,public,HK,Asia Pacific,CX
LATAM Airlines,2017'Q3,10005.0,public,CL,Latin America,LA
Air China,2017'Q3,18427.0,public,CN,China,CA
China Eastern,2017'Q3,16397.0,public,CN,China,MU
China Southern,2017'Q3,19259.0,public,CN,China,CZ
Hainan Airlines,2017'Q3,8456.0,public,CN,China,HU
Qatar Airways,2017'Q3,11326.0,private,QA,Middle East,QR
Aeroflot,2017'Q3,9158.0,"taken private 2023, war",RU,Russia,SU
American Airlines,2017'Q4,42622.0,public,US,North America,AA
Delta Air Lines,2017'Q4,41138.0,public,US,North America,DL
Southwest Airlines,2017'Q4,21146.0,public,US,North America,WN
United Airlines,2017'Q4,37784.0,public,US,North America,UA
Alaska Air,2017'Q4,7894.0,public,US,North America,AS
JetBlue,2017'Q4,7012.0,public,US,North America,B6
SkyWest,2017'Q4,3123.0,public,US,North America,OO
Air Canada,2017'Q4,12911.0,public,CA,North America,AC
IAG,2017'Q4,27550.0,public,EU,Europe,
Air France-KLM,2017'Q4,30071.0,public,EU,Europe,AF/KL
Ryanair,2017'Q4,8811.0,public,EU,Europe,FR
easyJet,2017'Q4,6755.0,public,EU,Europe,U2
Finnair,2017'Q4,3173.0,public,EU,Europe,AY
Singapore Airlines,2017'Q4,12050.0,public,SG,Asia Pacific,SQ
Qantas Airways,2017'Q4,12367.0,public,AU,Asia Pacific,QF
Cathay Pacific,2017'Q4,12450.0,public,HK,Asia Pacific,CX
LATAM Airlines,2017'Q4,10164.0,public,CL,Latin America,LA
Air China,2017'Q4,19047.0,public,CN,China,CA
China Eastern,2017'Q4,16870.0,public,CN,China,MU
China Southern,2017'Q4,20159.0,public,CN,China,CZ
Hainan Airlines,2017'Q4,9329.0,public,CN,China,HU
Qatar Airways,2017'Q4,11564.0,private,QA,Middle East,QR
Aeroflot,2017'Q4,9431.0,"taken private 2023, war",RU,Russia,SU
Turkish Airlines,2017'Q4,10893.0,public,TR,Turkey,TK
American Airlines,2018'Q1,43102.0,public,US,North America,AA
Delta Air Lines,2018'Q1,41963.0,public,US,North America,DL
Southwest Airlines,2018'Q1,21351.0,public,US,North America,WN
United Airlines,2018'Q1,38664.0,public,US,North America,UA
Alaska Air,2018'Q1,7987.0,public,US,North America,AS
JetBlue,2018'Q1,7174.0,public,US,North America,B6
SkyWest,2018'Q1,3147.0,public,US,North America,OO
Air Canada,2018'Q1,12982.0,public,CA,North America,AC
IAG,2018'Q1,27649.0,public,EU,Europe,
Air France-KLM,2018'Q1,30205.0,public,EU,Europe,AF/KL
Ryanair,2018'Q1,8770.0,public,EU,Europe,FR
easyJet,2018'Q1,6993.0,public,EU,Europe,U2
Finnair,2018'Q1,3212.0,public,EU,Europe,AY
Singapore Airlines,2018'Q1,12047.0,public,SG,Asia Pacific,SQ
Qantas Airways,2018'Q1,12440.0,public,AU,Asia Pacific,QF
Cathay Pacific,2018'Q1,12882.0,public,HK,Asia Pacific,CX
LATAM Airlines,2018'Q1,10228.0,public,CL,Latin America,LA
Air China,2018'Q1,19424.0,public,CN,China,CA
China Eastern,2018'Q1,17087.0,public,CN,China,MU
China Southern,2018'Q1,20535.0,public,CN,China,CZ
Hainan Airlines,2018'Q1,9533.0,public,CN,China,HU
Qatar Airways,2018'Q1,11989.0,private,QA,Middle East,QR
Aeroflot,2018'Q1,9320.0,"taken private 2023, war",RU,Russia,SU
Turkish Airlines,2018'Q1,11368.0,public,TR,Turkey,TK
American Airlines,2018'Q2,43582.0,public,US,North America,AA
Delta Air Lines,2018'Q2,42788.0,public,US,North America,DL
Southwest Airlines,2018'Q2,21556.0,public,US,North America,WN
United Airlines,2018'Q2,39544.0,public,US,North America,UA
Alaska Air,2018'Q2,8079.0,public,US,North America,AS
JetBlue,2018'Q2,7335.0,public,US,North America,B6
SkyWest,2018'Q2,3172.0,public,US,North America,OO
Air Canada,2018'Q2,13054.0,public,CA,North America,AC
IAG,2018'Q2,27748.0,public,EU,Europe,
Air France-KLM,2018'Q2,30339.0,public,EU,Europe,AF/KL
Ryanair,2018'Q2,8729.0,public,EU,Europe,FR
easyJet,2018'Q2,7232.0,public,EU,Europe,U2
Finnair,2018'Q2,3251.0,public,EU,Europe,AY
Singapore Airlines,2018'Q2,12044.0,public,SG,Asia Pacific,SQ
Qantas Airways,2018'Q2,12513.0,public,AU,Asia Pacific,QF
Cathay Pacific,2018'Q2,13313.0,public,HK,Asia Pacific,CX
LATAM Airlines,2018'Q2,10293.0,public,CL,Latin America,LA
Air China,2018'Q2,19800.0,public,CN,China,CA
China Eastern,2018'Q2,17303.0,public,CN,China,MU
China Southern,2018'Q2,20911.0,public,CN,China,CZ
Hainan Airlines,2018'Q2,9736.0,public,CN,China,HU
Qatar Airways,2018'Q2,12415.0,private,QA,Middle East,QR
Aeroflot,2018'Q2,9209.0,"taken private 2023, war",RU,Russia,SU
Turkish Airlines,2018'Q2,11842.0,public,TR,Turkey,TK
American Airlines,2018'Q3,44061.0,public,US,North America,AA
Delta Air Lines,2018'Q3,43613.0,public,US,North America,DL
Southwest Airlines,2018'Q3,21760.0,public,US,North America,WN
United Airlines,2018'Q3,40423.0,public,US,North America,UA
Alaska Air,2018'Q3,8172.0,public,US,North America,AS
JetBlue,2018'Q3,7497.0,public,US,North America,B6
SkyWest,2018'Q3,3197.0,public,US,North America,OO
Air Canada,2018'Q3,13126.0,public,CA,North America,AC
IAG,2018'Q3,27846.0,public,EU,Europe,
Air France-KLM,2018'Q3,30473.0,public,EU,Europe,AF/KL
Ryanair,2018'Q3,8689.0,public,EU,Europe,FR
easyJet,2018'Q3,7470.0,public,EU,Europe,U2
Finnair,2018'Q3,3291.0,public,EU,Europe,AY
Singapore Airlines,2018'Q3,12042.0,public,SG,Asia Pacific,SQ
Qantas Airways,2018'Q3,12586.0,public,AU,Asia Pacific,QF
Cathay Pacific,2018'Q3,13745.0,public,HK,Asia Pacific,CX
LATAM Airlines,2018'Q3,10357.0,public,CL,Latin America,LA
Air China,2018'Q3,20177.0,public,CN,China,CA
China Eastern,2018'Q3,17520.0,public,CN,China,MU
China Southern,2018'Q3,21287.0,public,CN,China,CZ
Hainan Airlines,2018'Q3,9940.0,public,CN,China,HU
Qatar Airways,2018'Q3,12840.0,private,QA,Middle East,QR
Aeroflot,2018'Q3,9098.0,"taken private 2023, war",RU,Russia,SU
Turkish Airlines,2018'Q3,12317.0,public,TR,Turkey,TK
American Airlines,2018'Q4,44541.0,public,US,North America,AA
Delta Air Lines,2018'Q4,44438.0,public,US,North America,DL
Southwest Airlines,2018'Q4,21965.0,public,US,North America,WN
United Airlines,2018'Q4,41303.0,public,US,North America,UA
Alaska Air,2018'Q4,8264.0,public,US,North America,AS
JetBlue,2018'Q4,7658.0,public,US,North America,B6
SkyWest,2018'Q4,3222.0,public,US,North America,OO
Air Canada,2018'Q4,13198.0,public,CA,North America,AC
IAG,2018'Q4,27945.0,public,EU,Europe,
Air France-KLM,2018'Q4,30607.0,public,EU,Europe,AF/KL
Ryanair,2018'Q4,8648.0,public,EU,Europe,FR
easyJet,2018'Q4,7709.0,public,EU,Europe,U2
Deutsche Lufthansa,2018'Q4,18415.0,public,EU,Europe,LH
Finnair,2018'Q4,3330.0,public,EU,Europe,AY
Singapore Airlines,2018'Q4,12039.0,public,SG,Asia Pacific,SQ
Qantas Airways,2018'Q4,12659.0,public,AU,Asia Pacific,QF
Cathay Pacific,2018'Q4,14177.0,public,HK,Asia Pacific,CX
LATAM Airlines,2018'Q4,10422.0,public,CL,Latin America,LA
Air China,2018'Q4,20554.0,public,CN,China,CA
China Eastern,2018'Q4,17737.0,public,CN,China,MU
China Southern,2018'Q4,21663.0,public,CN,China,CZ
Hainan Airlines,2018'Q4,10144.0,public,CN,China,HU
Qatar Airways,2018'Q4,13266.0,private,QA,Middle East,QR
Aeroflot,2018'Q4,8986.0,"taken private 2023, war",RU,Russia,SU
Turkish Airlines,2018'Q4,12791.0,public,TR,Turkey,TK
American Airlines,2019'Q1,44848.0,public,US,North America,AA
Delta Air Lines,2019'Q1,45080.0,public,US,North America,DL
Southwest Airlines,2019'Q1,22081.0,public,US,North America,WN
United Airlines,2019'Q1,41792.0,public,US,North America,UA
Alaska Air,2019'Q1,8393.0,public,US,North America,AS
JetBlue,2019'Q1,7767.0,public,US,North America,B6
SkyWest,2019'Q1,3159.0,public,US,North America,OO
Air Canada,2019'Q1,13561.0,public,CA,North America,AC
IAG,2019'Q1,28122.0,public,EU,Europe,
Air France-KLM,2019'Q1,22955.0,public,EU,Europe,AF/KL
Ryanair,2019'Q1,8813.0,public,EU,Europe,FR
easyJet,2019'Q1,7754.0,public,EU,Europe,U2
Deutsche Lufthansa,2019'Q1,18382.0,public,EU,Europe,LH
Finnair,2019'Q1,3383.0,public,EU,Europe,AY
Singapore Airlines,2019'Q1,11832.0,public,SG,Asia Pacific,SQ
Qantas Airways,2019'Q1,12601.0,public,AU,Asia Pacific,QF
Cathay Pacific,2019'Q1,14067.0,public,HK,Asia Pacific,CX
LATAM Airlines,2019'Q1,10424.0,public,CL,Latin America,LA
Air China,2019'Q1,20430.0,public,CN,China,CA
China Eastern,2019'Q1,17885.0,public,CN,China,MU
China Southern,2019'Q1,21948.0,public,CN,China,CZ
Hainan Airlines,2019'Q1,10266.0,public,CN,China,HU
Qatar Airways,2019'Q1,13423.0,private,QA,Middle East,QR
Aeroflot,2019'Q1,9528.0,"taken private 2023, war",RU,Russia,SU
Turkish Airlines,2019'Q1,12883.0,public,TR,Turkey,TK
American Airlines,2019'Q2,45155.0,public,US,North America,AA
Delta Air Lines,2019'Q2,45723.0,public,US,North America,DL
Southwest Airlines,2019'Q2,22197.0,public,US,North America,WN
United Airlines,2019'Q2,42281.0,public,US,North America,UA
Alaska Air,2019'Q2,8523.0,public,US,North America,AS
JetBlue,2019'Q2,7876.0,public,US,North America,B6
SkyWest,2019'Q2,3097.0,public,US,North America,OO
Air Canada,2019'Q2,13924.0,public,CA,North America,AC
IAG,2019'Q2,28299.0,public,EU,Europe,
Air France-KLM,2019'Q2,15304.0,public,EU,Europe,AF/KL
Ryanair,2019'Q2,8977.0,public,EU,Europe,FR
easyJet,2019'Q2,7799.0,public,EU,Europe,U2
Deutsche Lufthansa,2019'Q2,18348.0,public,EU,Europe,LH
Finnair,2019'Q2,3437.0,public,EU,Europe,AY
Singapore Airlines,2019'Q2,11626.0,public,SG,Asia Pacific,SQ
Qantas Airways,2019'Q2,12542.0,public,AU,Asia Pacific,QF
Cathay Pacific,2019'Q2,13957.0,public,HK,Asia Pacific,CX
LATAM Airlines,2019'Q2,10426.0,public,CL,Latin America,LA
Air China,2019'Q2,20307.0,public,CN,China,CA
China Eastern,2019'Q2,18033.0,public,CN,China,MU
China Southern,2019'Q2,22232.0,public,CN,China,CZ
Hainan Airlines,2019'Q2,10388.0,public,CN,China,HU
Qatar Airways,2019'Q2,13579.0,private,QA,Middle East,QR
Aeroflot,2019'Q2,10070.0,"taken private 2023, war",RU,Russia,SU
Turkish Airlines,2019'Q2,12976.0,public,TR,Turkey,TK
American Airlines,2019'Q3,45461.0,public,US,North America,AA
Delta Air Lines,2019'Q3,46365.0,public,US,North America,DL
Southwest Airlines,2019'Q3,22312.0,public,US,North America,WN
United Airlines,2019'Q3,42770.0,public,US,North America,UA
Alaska Air,2019'Q3,8652.0,public,US,North America,AS
JetBlue,2019'Q3,7985.0,public,US,North America,B6
SkyWest,2019'Q3,3034.0,public,US,North America,OO
Air Canada,2019'Q3,14287.0,public,CA,North America,AC
IAG,2019'Q3,28476.0,public,EU,Europe,
Air France-KLM,2019'Q3,7652.0,public,EU,Europe,AF/KL
Ryanair,2019'Q3,9142.0,public,EU,Europe,FR
easyJet,2019'Q3,7845.0,public,EU,Europe,U2
Deutsche Lufthansa,2019'Q3,18315.0,public,EU,Europe,LH
Finnair,2019'Q3,3490.0,public,EU,Europe,AY
Singapore Airlines,2019'Q3,11420.0,public,SG,Asia Pacific,SQ
Qantas Airways,2019'Q3,12484.0,public,AU,Asia Pacific,QF
Cathay Pacific,2019'Q3,13847.0,public,HK,Asia Pacific,CX
LATAM Airlines,2019'Q3,10429.0,public,CL,Latin America,LA
Air China,2019'Q3,20184.0,public,CN,China,CA
China Eastern,2019'Q3,18181.0,public,CN,China,MU
China Southern,2019'Q3,22516.0,public,CN,China,CZ
Hainan Airlines,2019'Q3,10510.0,public,CN,China,HU
Qatar Airways,2019'Q3,13736.0,private,QA,Middle East,QR
Aeroflot,2019'Q3,10613.0,"taken private 2023, war",RU,Russia,SU
Turkish Airlines,2019'Q3,13068.0,public,TR,Turkey,TK
American Airlines,2019'Q4,45768.0,public,US,North America,AA
Delta Air Lines,2019'Q4,47007.0,public,US,North America,DL
Southwest Airlines,2019'Q4,22428.0,public,US,North America,WN
United Airlines,2019'Q4,43259.0,public,US,North America,UA
Alaska Air,2019'Q4,8781.0,public,US,North America,AS
JetBlue,2019'Q4,8094.0,public,US,North America,B6
SkyWest,2019'Q4,2972.0,public,US,North America,OO
Air Canada,2019'Q4,14650.0,public,CA,North America,AC
IAG,2019'Q4,28653.0,public,EU,Europe,
Ryanair,2019'Q4,9307.0,public,EU,Europe,FR
easyJet,2019'Q4,7890.0,public,EU,Europe,U2
Deutsche Lufthansa,2019'Q4,18281.0,public,EU,Europe,LH
Finnair,2019'Q4,3543.0,public,EU,Europe,AY
Singapore Airlines,2019'Q4,11214.0,public,SG,Asia Pacific,SQ
Qantas Airways,2019'Q4,12425.0,public,AU,Asia Pacific,QF
Cathay Pacific,2019'Q4,13737.0,public,HK,Asia Pacific,CX
LATAM Airlines,2019'Q4,10431.0,public,CL,Latin America,LA
Air China,2019'Q4,20060.0,public,CN,China,CA
China Eastern,2019'Q4,18329.0,public,CN,China,MU
China Southern,2019'Q4,22800.0,public,CN,China,CZ
Hainan Airlines,2019'Q4,10632.0,public,CN,China,HU
Qatar Airways,2019'Q4,13893.0,private,QA,Middle East,QR
Aeroflot,2019'Q4,11155.0,"taken private 2023, war",RU,Russia,SU
Turkish Airlines,2019'Q4,13160.0,public,TR,Turkey,TK
American Airlines,2020'Q1,38660.0,public,US,North America,AA
Delta Air Lines,2020'Q1,39529.0,public,US,North America,DL
Southwest Airlines,2020'Q1,19083.0,public,US,North America,WN
United Airlines,2020'Q1,36283.0,public,US,North America,UA
Alaska Air,2020'Q1,7477.0,public,US,North America,AS
JetBlue,2020'Q1,6810.0,public,US,North America,B6
SkyWest,2020'Q1,2761.0,public,US,North America,OO
Air Canada,2020'Q1,12144.0,public,CA,North America,AC
IAG,2020'Q1,23885.0,public,EU,Europe,
Ryanair,2020'Q1,7460.0,public,EU,Europe,FR
easyJet,2020'Q1,6890.0,public,EU,Europe,U2
Deutsche Lufthansa,2020'Q1,15024.0,public,EU,Europe,LH
Finnair,2020'Q1,2927.0,public,EU,Europe,AY
Singapore Airlines,2020'Q1,9118.0,public,SG,Asia Pacific,SQ
Qantas Airways,2020'Q1,11765.0,public,AU,Asia Pacific,QF
Cathay Pacific,2020'Q1,11816.0,public,HK,Asia Pacific,CX
LATAM Airlines,2020'Q1,8907.0,public,CL,Latin America,LA
Air China,2020'Q1,17869.0,public,CN,China,CA
China Eastern,2020'Q1,16208.0,public,CN,China,MU
China Southern,2020'Q1,20818.0,public,CN,China,CZ
Hainan Airlines,2020'Q1,9133.0,public,CN,China,HU
Qatar Airways,2020'Q1,12426.0,private,QA,Middle East,QR
Aeroflot,2020'Q1,9442.0,"taken private 2023, war",RU,Russia,SU
Turkish Airlines,2020'Q1,11554.0,public,TR,Turkey,TK
American Airlines,2020'Q2,31553.0,public,US,North America,AA
