Airline,Date,Value,Status,Country,Region,IATA,Revenue,EBITDA
Delta Air Lines,2002'Q4,13866.0,public,US,North America,DL,0.0,2.0
Southwest Airlines,2002'Q4,5522.0,public,US,North America,WN,-1.0,14.0
United Airlines,2002'Q4,15822.0,public,US,North America,UA,-2.0,-11.0
Alaska Air,2002'Q4,2224.0,public,US,North America,AS,3.0,5.0
JetBlue,2002'Q4,635.0,public,US,North America,B6,98.0,21.0
Hawaiian,2002'Q4,632.0,public,US,North America,HA,3.0,-6.0
SkyWest,2002'Q4,774.0,public,US,North America,OO,29.0,23.0
Northwest Airlines,2002'Q4,9976.0,merged with Delta 2008,US,North America,NW,1.0,1.0
Air Canada,2002'Q4,6282.0,public,CA,North America,AC,3.0,3.0
WestJet Airlines,2002'Q4,430.0,public,CA,North America,WS,43.0,24.0
IAG,2002'Q4,11500.0,public,EU,Europe,IAG,-3.0,13.0
Air France-KLM,2002'Q4,13100.0,public,EU,Europe,AF/KL,12.0,10.0
Ryanair,2002'Q4,918.0,public,EU,Europe,FR,69.0,40.0
Deutsche Lufthansa,2002'Q4,16000.0,public,EU,Europe,LH,11.0,11.0
Finnair,2002'Q4,1744.0,public,EU,Europe,AY,18.0,8.0
Singapore Airlines,2002'Q4,5955.0,public,SG,Asia Pacific,SQ,16.0,18.0
Qantas Airways,2002'Q4,6395.0,public,AU,Asia Pacific,QF,22.0,12.0
Japan Airlines,2002'Q4,17341.0,public,JP,Asia Pacific,JL,44.0,6.0
ANA Holdings,2002'Q4,10120.0,public,JP,Asia Pacific,NH,12.0,5.0
Korean Air,2002'Q4,5443.0,public,KR,Asia Pacific,KE,22.0,8.0
Asiana Airlines,2002'Q4,2171.0,public,KR,Asia Pacific,OZ,28.0,0.0
Cathay Pacific,2002'Q4,4243.0,public,HK,Asia Pacific,CX,9.0,29.0
LATAM Airlines,2002'Q4,1466.0,public,CL,Latin America,LA,2.0,10.0
China Eastern,2002'Q4,1607.0,public,CN,China,MU,9.0,21.0
China Southern,2002'Q4,2177.0,public,CN,China,CZ,7.0,21.0
Hainan Airlines,2002'Q4,583.0,public,CN,China,HU,46.0,30.0
SpiceJet,2002'Q4,0.0,public,IN,India,SG,-30.0,-50.0
Kenya Airlines,2002'Q4,359.0,public,KE,Africa,KQ,11.0,6.0
Comair,2002'Q4,125.0,public,ZA,Africa,MN,-13.0,3.0
Emirates,2002'Q4,2786.0,private,AE,Middle East,EK,31.0,14.0
Aeroflot,2002'Q4,1576.0,"taken private 2023, war",RU,Russia,SU,1.0,18.0
American Airlines,2003'Q1,17425.0,public,US,North America,AA,-6.0,0.0
Delta Air Lines,2003'Q1,13977.0,public,US,North America,DL,1.0,2.0
Southwest Airlines,2003'Q1,5626.0,public,US,North America,WN,1.0,14.0
United Airlines,2003'Q1,15599.0,public,US,North America,UA,-3.0,-9.0
Alaska Air,2003'Q1,2279.0,public,US,North America,AS,5.0,5.0
JetBlue,2003'Q1,726.0,public,US,North America,B6,88.0,21.0
Hawaiian,2003'Q1,513.0,public,US,North America,HA,-16.0,-7.0
SkyWest,2003'Q1,803.0,public,US,North America,OO,25.0,22.0
Northwest Airlines,2003'Q1,10001.0,merged with Delta 2008,US,North America,NW,1.0,1.0
Air Canada,2003'Q1,6330.0,public,CA,North America,AC,3.0,1.0
WestJet Airlines,2003'Q1,489.0,public,CA,North America,WS,46.0,25.0
IAG,2003'Q1,11725.0,public,EU,Europe,IAG,0.0,13.0
Air France-KLM,2003'Q1,13475.0,public,EU,Europe,AF/KL,12.0,10.0
Ryanair,2003'Q1,1017.0,public,EU,Europe,FR,62.0,39.0
Deutsche Lufthansa,2003'Q1,16800.0,public,EU,Europe,LH,13.0,12.0
Norwegian Air Shuttle,2003'Q1,77.0,public,EU,Europe,DY,100.0,-14.0
Finnair,2003'Q1,1813.0,public,EU,Europe,AY,17.0,8.0
Singapore Airlines,2003'Q1,5920.0,public,SG,Asia Pacific,SQ,12.0,18.0
Qantas Airways,2003'Q1,6694.0,public,AU,Asia Pacific,QF,21.0,12.0
Japan Airlines,2003'Q1,17636.0,public,JP,Asia Pacific,JL,34.0,5.0
ANA Holdings,2003'Q1,10509.0,public,JP,Asia Pacific,NH,13.0,6.0
Korean Air,2003'Q1,5416.0,public,KR,Asia Pacific,KE,16.0,8.0
Asiana Airlines,2003'Q1,2155.0,public,KR,Asia Pacific,OZ,20.0,1.0
Cathay Pacific,2003'Q1,4142.0,public,HK,Asia Pacific,CX,4.0,27.0
Gol Linhas Aereas,2003'Q1,265.0,public,BR,Latin America,G3,100.0,12.0
LATAM Airlines,2003'Q1,1514.0,public,CL,Latin America,LA,4.0,9.0
China Eastern,2003'Q1,1637.0,public,CN,China,MU,9.0,19.0
China Southern,2003'Q1,2161.0,public,CN,China,CZ,4.0,20.0
Hainan Airlines,2003'Q1,599.0,public,CN,China,HU,37.0,23.0
SpiceJet,2003'Q1,0.0,public,IN,India,SG,-30.0,-50.0
Kenya Airlines,2003'Q1,367.0,public,KE,Africa,KQ,11.0,8.0
Comair,2003'Q1,139.0,public,ZA,Africa,MN,1.0,2.0
Emirates,2003'Q1,3042.0,private,AE,Middle East,EK,32.0,15.0
Aeroflot,2003'Q1,1621.0,"taken private 2023, war",RU,Russia,SU,4.0,18.0
American Airlines,2003'Q2,17430.0,public,US,North America,AA,-4.0,1.0
Delta Air Lines,2003'Q2,14087.0,public,US,North America,DL,2.0,2.0
Southwest Airlines,2003'Q2,5729.0,public,US,North America,WN,3.0,14.0
United Airlines,2003'Q2,15375.0,public,US,North America,UA,-4.0,-7.0
Alaska Air,2003'Q2,2334.0,public,US,North America,AS,7.0,6.0
JetBlue,2003'Q2,817.0,public,US,North America,B6,78.0,21.0
Hawaiian,2003'Q2,395.0,public,US,North America,HA,-30.0,-7.0
SkyWest,2003'Q2,831.0,public,US,North America,OO,22.0,22.0
Northwest Airlines,2003'Q2,10027.0,merged with Delta 2008,US,North America,NW,1.0,2.0
Air Canada,2003'Q2,6378.0,public,CA,North America,AC,3.0,-1.0
WestJet Airlines,2003'Q2,548.0,public,CA,North America,WS,49.0,25.0
IAG,2003'Q2,11950.0,public,EU,Europe,IAG,3.0,13.0
Air France-KLM,2003'Q2,13850.0,public,EU,Europe,AF/KL,12.0,10.0
Ryanair,2003'Q2,1116.0,public,EU,Europe,FR,56.0,37.0
Deutsche Lufthansa,2003'Q2,17600.0,public,EU,Europe,LH,16.0,12.0
Norwegian Air Shuttle,2003'Q2,99.0,public,EU,Europe,DY,100.0,-10.0
Finnair,2003'Q2,1881.0,public,EU,Europe,AY,17.0,7.0
Singapore Airlines,2003'Q2,5885.0,public,SG,Asia Pacific,SQ,7.0,19.0
Qantas Airways,2003'Q2,6993.0,public,AU,Asia Pacific,QF,21.0,12.0
Japan Airlines,2003'Q2,17931.0,public,JP,Asia Pacific,JL,25.0,4.0
ANA Holdings,2003'Q2,10897.0,public,JP,Asia Pacific,NH,14.0,6.0
Korean Air,2003'Q2,5389.0,public,KR,Asia Pacific,KE,10.0,7.0
Asiana Airlines,2003'Q2,2140.0,public,KR,Asia Pacific,OZ,13.0,1.0
Cathay Pacific,2003'Q2,4041.0,public,HK,Asia Pacific,CX,0.0,26.0
Gol Linhas Aereas,2003'Q2,338.0,public,BR,Latin America,G3,100.0,14.0
LATAM Airlines,2003'Q2,1562.0,public,CL,Latin America,LA,7.0,9.0
China Eastern,2003'Q2,1666.0,public,CN,China,MU,8.0,18.0
China Southern,2003'Q2,2145.0,public,CN,China,CZ,2.0,18.0
Hainan Airlines,2003'Q2,615.0,public,CN,China,HU,29.0,15.0
SpiceJet,2003'Q2,0.0,public,IN,India,SG,-30.0,-50.0
Kenya Airlines,2003'Q2,376.0,public,KE,Africa,KQ,10.0,10.0
Comair,2003'Q2,153.0,public,ZA,Africa,MN,16.0,1.0
Emirates,2003'Q2,3299.0,private,AE,Middle East,EK,34.0,16.0
Aeroflot,2003'Q2,1666.0,"taken private 2023, war",RU,Russia,SU,6.0,17.0
American Airlines,2003'Q3,17435.0,public,US,North America,AA,-2.0,2.0
Delta Air Lines,2003'Q3,14198.0,public,US,North America,DL,2.0,2.0
Southwest Airlines,2003'Q3,5833.0,public,US,North America,WN,5.0,14.0
United Airlines,2003'Q3,15152.0,public,US,North America,UA,-5.0,-5.0
Alaska Air,2003'Q3,2390.0,public,US,North America,AS,8.0,7.0
JetBlue,2003'Q3,908.0,public,US,North America,B6,67.0,22.0
Hawaiian,2003'Q3,276.0,public,US,North America,HA,-30.0,-8.0
SkyWest,2003'Q3,860.0,public,US,North America,OO,18.0,21.0
Northwest Airlines,2003'Q3,10052.0,merged with Delta 2008,US,North America,NW,1.0,3.0
Air Canada,2003'Q3,6427.0,public,CA,North America,AC,3.0,-2.0
WestJet Airlines,2003'Q3,606.0,public,CA,North America,WS,52.0,25.0
IAG,2003'Q3,12175.0,public,EU,Europe,IAG,5.0,14.0
Air France-KLM,2003'Q3,14225.0,public,EU,Europe,AF/KL,12.0,10.0
Ryanair,2003'Q3,1214.0,public,EU,Europe,FR,49.0,36.0
Deutsche Lufthansa,2003'Q3,18400.0,public,EU,Europe,LH,18.0,12.0
Norwegian Air Shuttle,2003'Q3,121.0,public,EU,Europe,DY,100.0,-6.0
Finnair,2003'Q3,1949.0,public,EU,Europe,AY,16.0,6.0
Singapore Airlines,2003'Q3,5849.0,public,SG,Asia Pacific,SQ,2.0,19.0
Qantas Airways,2003'Q3,7292.0,public,AU,Asia Pacific,QF,20.0,13.0
Japan Airlines,2003'Q3,18226.0,public,JP,Asia Pacific,JL,16.0,4.0
ANA Holdings,2003'Q3,11286.0,public,JP,Asia Pacific,NH,14.0,7.0
Korean Air,2003'Q3,5362.0,public,KR,Asia Pacific,KE,4.0,7.0
Asiana Airlines,2003'Q3,2124.0,public,KR,Asia Pacific,OZ,5.0,2.0
Cathay Pacific,2003'Q3,3939.0,public,HK,Asia Pacific,CX,-5.0,25.0
Gol Linhas Aereas,2003'Q3,412.0,public,BR,Latin America,G3,100.0,16.0
LATAM Airlines,2003'Q3,1610.0,public,CL,Latin America,LA,10.0,8.0
China Eastern,2003'Q3,1696.0,public,CN,China,MU,8.0,17.0
China Southern,2003'Q3,2129.0,public,CN,China,CZ,-1.0,16.0
Hainan Airlines,2003'Q3,631.0,public,CN,China,HU,20.0,8.0
SpiceJet,2003'Q3,0.0,public,IN,India,SG,-30.0,-50.0
Kenya Airlines,2003'Q3,384.0,public,KE,Africa,KQ,10.0,11.0
Comair,2003'Q3,167.0,public,ZA,Africa,MN,30.0,1.0
Emirates,2003'Q3,3555.0,private,AE,Middle East,EK,35.0,16.0
Aeroflot,2003'Q3,1710.0,"taken private 2023, war",RU,Russia,SU,9.0,16.0
American Airlines,2003'Q4,17440.0,public,US,North America,AA,0.0,3.0
Delta Air Lines,2003'Q4,14308.0,public,US,North America,DL,3.0,2.0
Southwest Airlines,2003'Q4,5937.0,public,US,North America,WN,8.0,15.0
United Airlines,2003'Q4,14928.0,public,US,North America,UA,-6.0,-2.0
Alaska Air,2003'Q4,2445.0,public,US,North America,AS,10.0,8.0
JetBlue,2003'Q4,998.0,public,US,North America,B6,57.0,22.0
Hawaiian,2003'Q4,157.0,public,US,North America,HA,-30.0,-8.0
SkyWest,2003'Q4,888.0,public,US,North America,OO,15.0,21.0
Northwest Airlines,2003'Q4,10077.0,merged with Delta 2008,US,North America,NW,1.0,3.0
Air Canada,2003'Q4,6475.0,public,CA,North America,AC,3.0,-4.0
WestJet Airlines,2003'Q4,665.0,public,CA,North America,WS,55.0,26.0
IAG,2003'Q4,12400.0,public,EU,Europe,IAG,8.0,14.0
Air France-KLM,2003'Q4,14600.0,public,EU,Europe,AF/KL,11.0,10.0
Ryanair,2003'Q4,1313.0,public,EU,Europe,FR,43.0,34.0
Deutsche Lufthansa,2003'Q4,19200.0,public,EU,Europe,LH,20.0,13.0
Norwegian Air Shuttle,2003'Q4,144.0,public,EU,Europe,DY,100.0,-2.0
Finnair,2003'Q4,2018.0,public,EU,Europe,AY,16.0,5.0
Singapore Airlines,2003'Q4,5814.0,public,SG,Asia Pacific,SQ,-2.0,20.0
Qantas Airways,2003'Q4,7591.0,public,AU,Asia Pacific,QF,19.0,13.0
Japan Airlines,2003'Q4,18521.0,public,JP,Asia Pacific,JL,7.0,3.0
ANA Holdings,2003'Q4,11674.0,public,JP,Asia Pacific,NH,15.0,8.0
Korean Air,2003'Q4,5335.0,public,KR,Asia Pacific,KE,-2.0,6.0
Asiana Airlines,2003'Q4,2108.0,public,KR,Asia Pacific,OZ,-3.0,2.0
Cathay Pacific,2003'Q4,3838.0,public,HK,Asia Pacific,CX,-10.0,24.0
Gol Linhas Aereas,2003'Q4,485.0,public,BR,Latin America,G3,100.0,18.0
LATAM Airlines,2003'Q4,1658.0,public,CL,Latin America,LA,13.0,8.0
China Eastern,2003'Q4,1725.0,public,CN,China,MU,7.0,15.0
China Southern,2003'Q4,2113.0,public,CN,China,CZ,-3.0,15.0
Hainan Airlines,2003'Q4,648.0,public,CN,China,HU,11.0,0.0
SpiceJet,2003'Q4,0.0,public,IN,India,SG,-30.0,-50.0
Kenya Airlines,2003'Q4,393.0,public,KE,Africa,KQ,10.0,13.0
Comair,2003'Q4,181.0,public,ZA,Africa,MN,44.0,0.0
Emirates,2003'Q4,3811.0,private,AE,Middle East,EK,37.0,17.0
Aeroflot,2003'Q4,1755.0,"taken private 2023, war",RU,Russia,SU,11.0,15.0
American Airlines,2004'Q1,17741.0,public,US,North America,AA,2.0,4.0
Delta Air Lines,2004'Q1,14540.0,public,US,North America,DL,4.0,1.0
Southwest Airlines,2004'Q1,6085.0,public,US,North America,WN,8.0,14.0
United Airlines,2004'Q1,15294.0,public,US,North America,UA,-2.0,-2.0
Alaska Air,2004'Q1,2515.0,public,US,North America,AS,10.0,8.0
JetBlue,2004'Q1,1065.0,public,US,North America,B6,50.0,20.0
Allegiant,2004'Q1,60.0,public,US,North America,G4,81.0,8.0
SkyWest,2004'Q1,955.0,public,US,North America,OO,19.0,20.0
Northwest Airlines,2004'Q1,10378.0,merged with Delta 2008,US,North America,NW,4.0,3.0
Air Canada,2004'Q1,6681.0,public,CA,North America,AC,5.0,-2.0
WestJet Airlines,2004'Q1,718.0,public,CA,North America,WS,49.0,23.0
IAG,2004'Q1,12850.0,public,EU,Europe,IAG,9.0,14.0
Air France-KLM,2004'Q1,16300.0,public,EU,Europe,AF/KL,20.0,10.0
Ryanair,2004'Q1,1412.0,public,EU,Europe,FR,40.0,34.0
easyJet,2004'Q1,1660.0,public,EU,Europe,U2,26.0,10.0
Deutsche Lufthansa,2004'Q1,20000.0,public,EU,Europe,LH,19.0,13.0
Norwegian Air Shuttle,2004'Q1,158.0,public,EU,Europe,DY,100.0,-5.0
Finnair,2004'Q1,2093.0,public,EU,Europe,AY,15.0,6.0
Singapore Airlines,2004'Q1,6181.0,public,SG,Asia Pacific,SQ,5.0,20.0
Qantas Airways,2004'Q1,7649.0,public,AU,Asia Pacific,QF,15.0,14.0
Japan Airlines,2004'Q1,18851.0,public,JP,Asia Pacific,JL,7.0,4.0
ANA Holdings,2004'Q1,11766.0,public,JP,Asia Pacific,NH,12.0,9.0
Korean Air,2004'Q1,5792.0,public,KR,Asia Pacific,KE,7.0,6.0
Asiana Airlines,2004'Q1,2319.0,public,KR,Asia Pacific,OZ,8.0,3.0
Cathay Pacific,2004'Q1,4135.0,public,HK,Asia Pacific,CX,1.0,23.0
Gol Linhas Aereas,2004'Q1,520.0,public,BR,Latin America,G3,100.0,20.0
LATAM Airlines,2004'Q1,1779.0,public,CL,Latin America,LA,17.0,9.0
Air China,2004'Q1,3273.0,public,CN,China,CA,37.0,24.0
China Eastern,2004'Q1,1941.0,public,CN,China,MU,18.0,17.0
China Southern,2004'Q1,2311.0,public,CN,China,CZ,7.0,14.0
Hainan Airlines,2004'Q1,734.0,public,CN,China,HU,22.0,7.0
SpiceJet,2004'Q1,0.0,public,IN,India,SG,100.0,-50.0
Kenya Airlines,2004'Q1,436.0,public,KE,Africa,KQ,18.0,15.0
Comair,2004'Q1,194.0,public,ZA,Africa,MN,41.0,1.0
Emirates,2004'Q1,4157.0,private,AE,Middle East,EK,37.0,19.0
Aeroflot,2004'Q1,1859.0,"taken private 2023, war",RU,Russia,SU,14.0,15.0
American Airlines,2004'Q2,18043.0,public,US,North America,AA,4.0,5.0
Delta Air Lines,2004'Q2,14772.0,public,US,North America,DL,5.0,0.0
Southwest Airlines,2004'Q2,6234.0,public,US,North America,WN,9.0,14.0
United Airlines,2004'Q2,15660.0,public,US,North America,UA,2.0,-1.0
Alaska Air,2004'Q2,2584.0,public,US,North America,AS,11.0,9.0
JetBlue,2004'Q2,1131.0,public,US,North America,B6,42.0,18.0
Allegiant,2004'Q2,70.0,public,US,North America,G4,81.0,9.0
SkyWest,2004'Q2,1022.0,public,US,North America,OO,22.0,20.0
Northwest Airlines,2004'Q2,10678.0,merged with Delta 2008,US,North America,NW,6.0,3.0
Air Canada,2004'Q2,6887.0,public,CA,North America,AC,8.0,-1.0
WestJet Airlines,2004'Q2,770.0,public,CA,North America,WS,43.0,20.0
IAG,2004'Q2,13300.0,public,EU,Europe,IAG,11.0,14.0
Air France-KLM,2004'Q2,18000.0,public,EU,Europe,AF/KL,29.0,11.0
Ryanair,2004'Q2,1512.0,public,EU,Europe,FR,37.0,34.0
easyJet,2004'Q2,1761.0,public,EU,Europe,U2,26.0,9.0
Deutsche Lufthansa,2004'Q2,20800.0,public,EU,Europe,LH,18.0,13.0
Norwegian Air Shuttle,2004'Q2,172.0,public,EU,Europe,DY,99.0,-7.0
Finnair,2004'Q2,2167.0,public,EU,Europe,AY,15.0,6.0
Singapore Airlines,2004'Q2,6548.0,public,SG,Asia Pacific,SQ,11.0,21.0
Qantas Airways,2004'Q2,7706.0,public,AU,Asia Pacific,QF,11.0,16.0
Japan Airlines,2004'Q2,19181.0,public,JP,Asia Pacific,JL,7.0,6.0
ANA Holdings,2004'Q2,11859.0,public,JP,Asia Pacific,NH,9.0,10.0
Korean Air,2004'Q2,6250.0,public,KR,Asia Pacific,KE,16.0,6.0
Asiana Airlines,2004'Q2,2529.0,public,KR,Asia Pacific,OZ,19.0,4.0
Cathay Pacific,2004'Q2,4432.0,public,HK,Asia Pacific,CX,11.0,23.0
Gol Linhas Aereas,2004'Q2,554.0,public,BR,Latin America,G3,91.0,22.0
LATAM Airlines,2004'Q2,1900.0,public,CL,Latin America,LA,21.0,11.0
Air China,2004'Q2,3550.0,public,CN,China,CA,37.0,24.0
China Eastern,2004'Q2,2157.0,public,CN,China,MU,29.0,18.0
China Southern,2004'Q2,2508.0,public,CN,China,CZ,17.0,14.0
Hainan Airlines,2004'Q2,821.0,public,CN,China,HU,32.0,14.0
SpiceJet,2004'Q2,0.0,public,IN,India,SG,100.0,-50.0
Kenya Airlines,2004'Q2,478.0,public,KE,Africa,KQ,27.0,16.0
Comair,2004'Q2,208.0,public,ZA,Africa,MN,37.0,2.0
Emirates,2004'Q2,4502.0,private,AE,Middle East,EK,37.0,22.0
Aeroflot,2004'Q2,1964.0,"taken private 2023, war",RU,Russia,SU,18.0,15.0
American Airlines,2004'Q3,18344.0,public,US,North America,AA,5.0,5.0
Delta Air Lines,2004'Q3,15003.0,public,US,North America,DL,6.0,-1.0
Southwest Airlines,2004'Q3,6382.0,public,US,North America,WN,9.0,13.0
United Airlines,2004'Q3,16025.0,public,US,North America,UA,6.0,0.0
Alaska Air,2004'Q3,2654.0,public,US,North America,AS,11.0,10.0
JetBlue,2004'Q3,1198.0,public,US,North America,B6,34.0,17.0
Allegiant,2004'Q3,80.0,public,US,North America,G4,81.0,9.0
SkyWest,2004'Q3,1089.0,public,US,North America,OO,26.0,20.0
Northwest Airlines,2004'Q3,10979.0,merged with Delta 2008,US,North America,NW,9.0,2.0
Air Canada,2004'Q3,7092.0,public,CA,North America,AC,10.0,1.0
WestJet Airlines,2004'Q3,822.0,public,CA,North America,WS,37.0,17.0
IAG,2004'Q3,13750.0,public,EU,Europe,IAG,13.0,15.0
Air France-KLM,2004'Q3,19700.0,public,EU,Europe,AF/KL,38.0,12.0
Ryanair,2004'Q3,1611.0,public,EU,Europe,FR,33.0,34.0
easyJet,2004'Q3,1862.0,public,EU,Europe,U2,26.0,9.0
Deutsche Lufthansa,2004'Q3,21600.0,public,EU,Europe,LH,18.0,13.0
Norwegian Air Shuttle,2004'Q3,186.0,public,EU,Europe,DY,69.0,-9.0
Finnair,2004'Q3,2242.0,public,EU,Europe,AY,15.0,7.0
Singapore Airlines,2004'Q3,6915.0,public,SG,Asia Pacific,SQ,18.0,21.0
Qantas Airways,2004'Q3,7764.0,public,AU,Asia Pacific,QF,7.0,17.0
Japan Airlines,2004'Q3,19510.0,public,JP,Asia Pacific,JL,7.0,7.0
ANA Holdings,2004'Q3,11951.0,public,JP,Asia Pacific,NH,6.0,11.0
Korean Air,2004'Q3,6707.0,public,KR,Asia Pacific,KE,25.0,6.0
Asiana Airlines,2004'Q3,2740.0,public,KR,Asia Pacific,OZ,29.0,5.0
Cathay Pacific,2004'Q3,4729.0,public,HK,Asia Pacific,CX,21.0,23.0
Gol Linhas Aereas,2004'Q3,589.0,public,BR,Latin America,G3,60.0,24.0
LATAM Airlines,2004'Q3,2021.0,public,CL,Latin America,LA,25.0,12.0
Air China,2004'Q3,3827.0,public,CN,China,CA,37.0,24.0
China Eastern,2004'Q3,2373.0,public,CN,China,MU,39.0,19.0
China Southern,2004'Q3,2705.0,public,CN,China,CZ,27.0,14.0
Hainan Airlines,2004'Q3,908.0,public,CN,China,HU,43.0,22.0
SpiceJet,2004'Q3,0.0,public,IN,India,SG,100.0,-50.0
Kenya Airlines,2004'Q3,521.0,public,KE,Africa,KQ,35.0,18.0
Comair,2004'Q3,222.0,public,ZA,Africa,MN,34.0,4.0
Emirates,2004'Q3,4848.0,private,AE,Middle East,EK,36.0,24.0
Aeroflot,2004'Q3,2068.0,"taken private 2023, war",RU,Russia,SU,21.0,15.0
American Airlines,2004'Q4,18645.0,public,US,North America,AA,7.0,6.0
Delta Air Lines,2004'Q4,15235.0,public,US,North America,DL,6.0,-2.0
Southwest Airlines,2004'Q4,6530.0,public,US,North America,WN,10.0,13.0
United Airlines,2004'Q4,16391.0,public,US,North America,UA,10.0,0.0
Alaska Air,2004'Q4,2724.0,public,US,North America,AS,11.0,11.0
JetBlue,2004'Q4,1265.0,public,US,North America,B6,27.0,15.0
Allegiant,2004'Q4,90.0,public,US,North America,G4,81.0,9.0
SkyWest,2004'Q4,1156.0,public,US,North America,OO,30.0,19.0
Northwest Airlines,2004'Q4,11279.0,merged with Delta 2008,US,North America,NW,12.0,2.0
Air Canada,2004'Q4,7298.0,public,CA,North America,AC,13.0,3.0
WestJet Airlines,2004'Q4,875.0,public,CA,North America,WS,32.0,15.0
IAG,2004'Q4,14200.0,public,EU,Europe,IAG,15.0,15.0
Air France-KLM,2004'Q4,21400.0,public,EU,Europe,AF/KL,47.0,12.0
Ryanair,2004'Q4,1710.0,public,EU,Europe,FR,30.0,34.0
easyJet,2004'Q4,1962.0,public,EU,Europe,U2,26.0,9.0
Deutsche Lufthansa,2004'Q4,22400.0,public,EU,Europe,LH,17.0,13.0
Norwegian Air Shuttle,2004'Q4,200.0,public,EU,Europe,DY,40.0,-12.0
Finnair,2004'Q4,2317.0,public,EU,Europe,AY,15.0,8.0
Singapore Airlines,2004'Q4,7281.0,public,SG,Asia Pacific,SQ,25.0,22.0
Qantas Airways,2004'Q4,7822.0,public,AU,Asia Pacific,QF,3.0,19.0
Japan Airlines,2004'Q4,19840.0,public,JP,Asia Pacific,JL,7.0,8.0
ANA Holdings,2004'Q4,12043.0,public,JP,Asia Pacific,NH,3.0,11.0
Korean Air,2004'Q4,7164.0,public,KR,Asia Pacific,KE,34.0,7.0
Asiana Airlines,2004'Q4,2950.0,public,KR,Asia Pacific,OZ,40.0,6.0
Cathay Pacific,2004'Q4,5026.0,public,HK,Asia Pacific,CX,31.0,23.0
Gol Linhas Aereas,2004'Q4,623.0,public,BR,Latin America,G3,29.0,26.0
LATAM Airlines,2004'Q4,2142.0,public,CL,Latin America,LA,29.0,13.0
Air China,2004'Q4,4105.0,public,CN,China,CA,37.0,25.0
China Eastern,2004'Q4,2589.0,public,CN,China,MU,50.0,20.0
China Southern,2004'Q4,2902.0,public,CN,China,CZ,37.0,14.0
Hainan Airlines,2004'Q4,994.0,public,CN,China,HU,54.0,29.0
SpiceJet,2004'Q4,1.0,public,IN,India,SG,100.0,-50.0
Kenya Airlines,2004'Q4,564.0,public,KE,Africa,KQ,44.0,20.0
Comair,2004'Q4,235.0,public,ZA,Africa,MN,30.0,5.0
Emirates,2004'Q4,5193.0,private,AE,Middle East,EK,36.0,27.0
Aeroflot,2004'Q4,2173.0,"taken private 2023, war",RU,Russia,SU,24.0,15.0
American Airlines,2005'Q1,19162.0,public,US,North America,AA,8.0,6.0
Delta Air Lines,2005'Q1,15546.0,public,US,North America,DL,7.0,-1.0
Southwest Airlines,2005'Q1,6794.0,public,US,North America,WN,12.0,14.0
United Airlines,2005'Q1,16638.0,public,US,North America,UA,9.0,1.0
Alaska Air,2005'Q1,2787.0,public,US,North America,AS,11.0,11.0
JetBlue,2005'Q1,1374.0,public,US,North America,B6,29.0,14.0
Allegiant,2005'Q1,101.0,public,US,North America,G4,72.0,9.0
SkyWest,2005'Q1,1358.0,public,US,North America,OO,40.0,19.0
Northwest Airlines,2005'Q1,11531.0,merged with Delta 2008,US,North America,NW,11.0,1.0
Air Canada,2005'Q1,7504.0,public,CA,North America,AC,12.0,4.0
WestJet Airlines,2005'Q1,954.0,public,CA,North America,WS,33.0,18.0
IAG,2005'Q1,14525.0,public,EU,Europe,IAG,13.0,15.0
Air France-KLM,2005'Q1,22700.0,public,EU,Europe,AF/KL,41.0,12.0
Ryanair,2005'Q1,1795.0,public,EU,Europe,FR,28.0,33.0
easyJet,2005'Q1,2064.0,public,EU,Europe,U2,25.0,8.0
Deutsche Lufthansa,2005'Q1,22400.0,public,EU,Europe,LH,13.0,13.0
Norwegian Air Shuttle,2005'Q1,223.0,public,EU,Europe,DY,41.0,-8.0
Finnair,2005'Q1,2298.0,public,EU,Europe,AY,10.0,8.0
Singapore Airlines,2005'Q1,7522.0,public,SG,Asia Pacific,SQ,22.0,21.0
Qantas Airways,2005'Q1,8265.0,public,AU,Asia Pacific,QF,8.0,18.0
Japan Airlines,2005'Q1,19564.0,public,JP,Asia Pacific,JL,4.0,6.0
ANA Holdings,2005'Q1,11947.0,public,JP,Asia Pacific,NH,2.0,12.0
Korean Air,2005'Q1,7304.0,public,KR,Asia Pacific,KE,28.0,7.0
Asiana Airlines,2005'Q1,2991.0,public,KR,Asia Pacific,OZ,31.0,5.0
Cathay Pacific,2005'Q1,5411.0,public,HK,Asia Pacific,CX,31.0,21.0
Copa Holdings,2005'Q1,457.0,public,PA,Latin America,CM,50.0,20.0
Gol Linhas Aereas,2005'Q1,753.0,public,BR,Latin America,G3,42.0,25.0
LATAM Airlines,2005'Q1,2247.0,public,CL,Latin America,LA,27.0,13.0
Air China,2005'Q1,4269.0,public,CN,China,CA,32.0,24.0
China Eastern,2005'Q1,2799.0,public,CN,China,MU,46.0,19.0
China Southern,2005'Q1,3365.0,public,CN,China,CZ,44.0,13.0
Hainan Airlines,2005'Q1,1053.0,public,CN,China,HU,46.0,26.0
SpiceJet,2005'Q1,3.0,public,IN,India,SG,100.0,-50.0
Kenya Airlines,2005'Q1,608.0,public,KE,Africa,KQ,40.0,18.0
Comair,2005'Q1,241.0,public,ZA,Africa,MN,25.0,4.0
Emirates,2005'Q1,5543.0,private,AE,Middle East,EK,34.0,26.0
